host_epoch,t_rel,esp_local_timestamp_us,seq,mac,rssi,noise_floor,rate,mcs,bandwidth,channel,secondary_channel,sig_len,num_subcarriers,amplitude_json,phase_json
1786700255.773739,23.423826,21737374,149,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 5.6569, 24.0416, 24.0416, 23.3452, 21.9317, 19.2094, 15.6205, 11.4018, 7.8102, 2.8284, 2.2361, 7.6158, 12.53, 17.0, 20.1246, 23.2594, 25.0799, 26.0, 26.9258, 26.9258, 24.6982, 22.4722, 18.3848, 13.9284, 9.8489, 4.4721, 1.0, 3.0, 12.0416, 16.1245, 20.0998, 23.0868, 26.1725, 27.1662, 27.1662, 26.0768, 23.0868, 21.095, 17.0294, 13.0384, 8.0623, 3.0, 2.0, 8.0623, 13.0384, 18.1108, 22.2036, 25.318, 26.3059, 27.4591, 26.6833, 25.9615, 23.0868, 22.1359, 5.3852, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 0.7854, 0.7854, 0.7854, 0.81569, 0.81765, 0.89606, 0.87606, 0.90975, 0.87606, 0.7854, -2.03444, -1.97569, -2.07014, -2.06075, -2.03444, -2.01522, -1.98092, -1.96559, -1.9513, -1.9513, -1.94378, -1.93478, -1.9614, -1.93797, -1.98902, -2.03444, 3.14159, 1.5708, 1.48766, 1.44644, 1.47113, 1.48406, 1.45592, 1.46014, 1.46014, 1.49402, 1.48406, 1.47584, 1.51204, 1.49402, 1.44644, 1.5708, -1.5708, -1.69515, -1.64757, -1.68145, -1.70632, -1.72945, -1.72345, -1.75391, -1.7976, -1.84381, -1.87885, -1.89255, -1.9513, 0.0, 0.0, 0.0, 0.0]"
1786700255.813508,23.463595,21773594,150,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 2.2361, 4.1231, 9.8489, 15.6525, 21.4709, 25.9422, 29.9666, 34.0147, 34.9285, 35.8469, 34.5398, 32.311, 28.7924, 24.3516, 18.0278, 11.7047, 5.3852, 2.0, 8.2462, 15.5242, 21.587, 26.6833, 30.8058, 34.7131, 36.6742, 36.6742, 17.2627, 32.5576, 29.6142, 23.5372, 18.4391, 11.4018, 4.1231, 3.1623, 10.0, 17.0294, 24.0208, 29.0689, 33.1361, 36.1248, 38.1182, 38.2099, 37.2156, 34.2345, 30.2655, 25.318, 19.2354, 12.3693, 5.099, 2.2361, 8.544, 15.2315, 19.6977, 4.4721, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -1.5708, -1.10715, 2.89661, 2.72337, 2.67795, 2.65711, 2.66071, 2.69287, 2.7174, 2.72918, 2.74036, 2.75571, 2.76109, 2.78689, 2.80686, 2.8023, 2.79282, 2.76109, 0.0, -0.24498, -0.2606, -0.23374, -0.2268, -0.22923, -0.20305, -0.19205, -0.19205, -0.17467, -0.18535, -0.20402, -0.21406, -0.21867, -0.26625, -0.24498, -2.81984, 3.14159, 3.08284, 3.09995, 3.07274, 3.05093, 3.05845, 3.06281, 3.03672, 3.0339, 3.02448, 3.00904, 2.98294, 2.98499, 2.89661, 2.9442, -0.46365, -0.35877, -0.40489, -0.41822, -0.46365, 0.0, 0.0, 0.0, 0.0]"
1786700255.853197,23.503284,21811552,151,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 6.7082, 25.9422, 25.9422, 25.4951, 24.1661, 21.9317, 17.4642, 13.9284, 8.544, 4.4721, 1.4142, 6.0828, 11.0454, 15.0333, 18.1108, 22.0907, 24.0208, 26.0, 26.0, 25.0, 23.0217, 21.0238, 18.0278, 13.0384, 8.0, 3.0, 1.0, 4.1231, 14.3178, 17.4642, 21.587, 24.7386, 25.9615, 26.9258, 28.1603, 27.2029, 25.9615, 22.8035, 18.6815, 14.3178, 9.2195, 4.0, 2.2361, 7.2111, 12.083, 16.5529, 19.6977, 23.7697, 26.5707, 27.2029, 26.9258, 24.7386, 22.561, 20.3961, 5.099, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.03444, -2.05168, -2.05168, -2.0169, -1.99742, -1.99365, -1.98321, -1.93797, -1.92957, -2.03444, 2.35619, 1.40565, 1.48014, 1.50423, 1.46014, 1.48014, 1.52915, 1.5708, 1.5708, 1.5708, 1.61425, 1.61838, 1.62629, 1.64757, 1.5708, 1.5708, 0.0, -1.32582, -1.3597, -1.33971, -1.33705, -1.32582, -1.29779, -1.3078, -1.28274, -1.2723, -1.29779, -1.30454, -1.29985, -1.3597, -1.35213, -1.5708, 2.67795, 2.1588, 1.99742, 2.00742, 1.98902, 1.95912, 1.91635, 1.8693, 1.83379, 1.81577, 1.79427, 1.76819, 1.76819, 0.0, 0.0, 0.0, 0.0]"
1786700255.889021,23.539109,21847322,152,0c:f0:b4:a0:6a:a0,-40,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.6056, 6.4031, 7.8102, 9.8995, 11.3137, 12.7279, 12.7279, 13.4536, 13.4536, 12.0416, 10.6301, 9.2195, 7.0711, 4.2426, 2.2361, 2.0, 4.1231, 6.3246, 8.544, 10.7703, 12.6491, 13.9284, 13.9284, 13.9284, 6.3246, 12.6491, 11.4018, 9.4868, 7.2801, 4.1231, 2.0, 1.4142, 3.1623, 6.3246, 8.2462, 10.4403, 11.4018, 12.6491, 13.6015, 13.9284, 13.9284, 12.6491, 10.7703, 8.544, 6.7082, 4.4721, 1.4142, 1.0, 3.1623, 6.3246, 7.6158, 2.2361, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 3.14159, 3.14159, -1.5708, -0.98279, -0.89606, -0.87606, -0.7854, -0.7854, -0.7854, -0.7854, -0.73282, -0.73282, -0.72664, -0.71883, -0.70863, -0.7854, -0.7854, -1.10715, 3.14159, 2.89661, 2.81984, 2.78282, 2.76109, 2.81984, 2.77442, 2.77442, 2.77442, 2.81984, 2.81984, 2.87534, 2.81984, 2.86329, 2.89661, 3.14159, -0.7854, -0.32175, -0.32175, -0.24498, -0.29146, -0.26625, -0.32175, -0.2985, -0.36717, -0.36717, -0.32175, -0.38051, -0.35877, -0.46365, -0.46365, -0.7854, 3.14159, 2.81984, 2.81984, 2.7367, 2.67795, 0.0, 0.0, 0.0, 0.0]"
1786700255.928142,23.578229,21888026,153,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 6.3246, 25.2982, 25.0, 23.7697, 22.8035, 19.6469, 16.2788, 12.1655, 8.0623, 3.0, 1.0, 6.0828, 11.0454, 16.0312, 20.025, 23.0, 25.0, 26.0192, 27.0185, 27.0185, 25.0799, 22.0227, 18.0278, 14.0357, 9.0, 4.1231, 2.0, 3.6056, 12.6491, 15.8114, 19.9249, 23.0868, 26.2488, 27.5136, 27.5136, 25.632, 24.6982, 21.5407, 18.0278, 13.9284, 8.544, 4.1231, 2.0, 7.2801, 12.3693, 17.72, 22.1359, 25.0, 26.9258, 27.8927, 27.4591, 26.1725, 24.1868, 22.0907, 6.0, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 1.24905, 1.24905, 1.287, 1.31561, 1.30454, 1.31347, 1.38545, 1.40565, 1.44644, 1.5708, -1.5708, -1.73595, -1.66146, -1.63322, -1.62075, -1.5708, -1.5708, -1.53235, -1.53378, -1.53378, -1.49097, -1.52537, -1.5153, -1.49949, -1.5708, -1.81577, 3.14159, 2.1588, 1.89255, 1.89255, 1.87668, 1.87885, 1.8805, 1.90404, 1.90404, 1.92957, 1.94378, 1.9513, 1.91009, 1.93797, 1.92957, 1.81577, -1.5708, -1.2925, -1.32582, -1.28474, -1.24905, -1.287, -1.3078, -1.31712, -1.38769, -1.45592, -1.44644, -1.48014, -1.5708, 0.0, 0.0, 0.0, 0.0]"
1786700255.967760,23.617847,21925600,154,0c:f0:b4:a0:6a:a0,-39,-97,11,5,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.2361, 5.6569, 9.8995, 14.1421, 16.9706, 19.8494, 22.6716, 23.4307, 23.4307, 23.4307, 22.0227, 19.2094, 16.4012, 12.2066, 8.6023, 3.6056, 1.0, 5.831, 9.434, 13.8924, 17.4929, 20.5913, 22.8254, 24.1868, 23.7065, 11.1803, 21.0238, 19.2354, 16.1245, 12.53, 8.0623, 2.8284, 2.0, 7.0711, 11.4018, 15.5242, 18.9737, 21.1896, 23.0868, 24.3516, 24.3516, 24.3516, 22.4722, 20.2485, 17.088, 12.6491, 8.544, 3.1623, 1.4142, 6.4031, 10.0, 12.2066, 2.8284, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -1.5708, -1.5708, 2.67795, 2.35619, 2.35619, 2.35619, 2.35619, 2.4275, 2.41861, 2.44685, 2.44685, 2.44685, 2.45267, 2.46685, 2.4859, 2.53087, 2.52134, 2.55359, 0.0, -0.54042, -0.5586, -0.52807, -0.54042, -0.5071, -0.50284, -0.51915, -0.48251, -0.46365, -0.44237, -0.4869, -0.51915, -0.49935, -0.51915, -0.7854, 3.14159, 2.9997, 2.87534, 2.88099, 2.81984, 2.80492, 2.83354, 2.80686, 2.80686, 2.80686, 2.77761, 2.7886, 2.78282, 2.81984, 2.78282, 2.81984, -0.7854, -0.67474, -0.6435, -0.61073, -0.7854, 0.0, 0.0, 0.0, 0.0]"
1786700256.006662,23.656749,21965883,155,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 8.2462, 31.9531, 30.6757, 30.3645, 28.1603, 25.9615, 21.587, 17.4642, 11.1803, 5.099, 1.0, 7.0711, 13.0384, 18.0278, 23.0, 26.0, 29.0172, 31.0161, 32.0156, 31.0644, 28.1603, 25.1794, 21.095, 16.1245, 10.0, 4.1231, 2.0, 4.4721, 16.1555, 20.6155, 25.632, 30.0832, 32.311, 33.6155, 33.6155, 32.6956, 31.7805, 28.2312, 22.8473, 17.4642, 11.7047, 5.3852, 1.4142, 8.0623, 14.7648, 20.1246, 24.5967, 28.6356, 31.3847, 32.311, 31.9531, 30.3645, 27.8927, 25.7099, 6.0828, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 2.89661, 2.79015, 2.80953, 2.84067, 2.85354, 2.86858, 2.90785, 2.9105, 2.96174, 2.9442, 0.0, -0.1419, -0.07677, -0.0555, 0.0, 0.0, 0.03447, 0.03225, 0.03124, 0.06443, 0.10674, 0.11943, 0.09495, 0.12435, 0.0, -0.24498, -1.5708, -2.67795, -2.76109, -2.74307, -2.78282, -2.76726, -2.76109, -2.74451, -2.74451, -2.73268, -2.72017, -2.74135, -2.7367, -2.72918, -2.79282, -2.76109, 0.7854, 0.51915, 0.49394, 0.46365, 0.46365, 0.43241, 0.39234, 0.38051, 0.35144, 0.30092, 0.25367, 0.23554, 0.16515, 0.0, 0.0, 0.0, 0.0]"
1786700256.049033,23.699120,22002171,156,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 7.0711, 28.0713, 28.1603, 27.1662, 25.318, 22.3607, 18.4391, 14.5602, 10.4403, 4.1231, 1.4142, 6.7082, 11.7047, 17.088, 21.5407, 25.0799, 27.7308, 29.0689, 29.5296, 29.0689, 27.2947, 24.1868, 20.5913, 15.6525, 9.8489, 5.099, 1.4142, 3.6056, 14.2127, 18.4391, 22.6716, 26.1725, 29.0, 30.4138, 30.4138, 29.7321, 26.9072, 24.8395, 20.6155, 15.6205, 9.8995, 4.2426, 2.2361, 7.8102, 14.2127, 19.105, 23.3452, 26.8701, 29.0, 30.4138, 29.7321, 28.4253, 26.4008, 24.2074, 5.831, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 1.71269, 1.6421, 1.67753, 1.68145, 1.72945, 1.75065, 1.78947, 1.8491, 1.86225, 1.81577, -0.7854, -1.10715, -1.22203, -1.21203, -1.19029, -1.16067, -1.12328, -1.10715, -1.07685, -1.10715, -1.07437, -1.05165, -1.0637, -1.10715, -1.15257, -1.3734, -2.35619, 2.55359, 2.45586, 2.43297, 2.41861, 2.38321, 2.38058, 2.37945, 2.37945, 2.40378, 2.40878, 2.4417, 2.45928, 2.44685, 2.35619, 2.35619, -0.46365, -0.69474, -0.68573, -0.74838, -0.7551, -0.7854, -0.76101, -0.80865, -0.83298, -0.88507, -0.91972, -0.90251, -1.03038, 0.0, 0.0, 0.0, 0.0]"
1786700256.086339,23.736427,22047060,157,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.4142, 3.6056, 1.4142, 7.0711, 12.1655, 16.2788, 21.2132, 24.1868, 26.1725, 28.1603, 28.0713, 28.0179, 26.0192, 23.0, 19.0, 15.0, 10.0, 4.1231, 2.2361, 8.0623, 13.3417, 18.4391, 22.561, 25.7099, 27.8927, 30.0832, 30.0832, 14.5602, 27.2029, 24.0416, 20.8806, 15.5242, 10.198, 4.0, 2.2361, 7.8102, 13.0384, 18.868, 23.3238, 26.4197, 28.6531, 30.0167, 30.8869, 29.5296, 27.2947, 24.5967, 21.0238, 15.6525, 9.8489, 3.6056, 2.0, 7.2801, 12.6491, 16.7631, 5.099, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.35619, -2.1588, 2.35619, 1.4289, 1.40565, 1.38545, 1.4289, 1.44644, 1.45592, 1.46406, 1.49949, 1.5351, 1.53235, 1.5708, 1.5708, 1.5708, 1.5708, 1.32582, -1.10715, -1.44644, -1.344, -1.35213, -1.34732, -1.33525, -1.31712, -1.30163, -1.30163, -1.2925, -1.2723, -1.27536, -1.27934, -1.31019, -1.3734, -1.5708, 2.67795, 2.26553, 2.13753, 2.1294, 2.11122, 2.08525, 2.08128, 2.09407, 2.07789, 2.06474, 2.06722, 2.03444, 2.01317, 2.03444, 1.98902, 2.1588, -1.5708, -1.2925, -1.24905, -1.26791, -1.3734, 0.0, 0.0, 0.0, 0.0]"
1786700256.127710,23.777797,22083642,158,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 2.2361, 3.6056, 1.4142, 8.2462, 13.1529, 18.2483, 22.561, 26.6833, 29.8329, 31.0483, 32.28, 31.0483, 29.4109, 25.2982, 21.1896, 15.8114, 10.4403, 5.099, 1.4142, 7.2111, 13.6015, 19.4165, 25.2389, 28.3019, 31.0644, 32.45, 33.0151, 15.8114, 29.4109, 26.4008, 22.2036, 17.2047, 11.6619, 5.099, 3.0, 8.6023, 15.0, 20.6155, 24.8395, 29.0689, 31.241, 33.3017, 34.0588, 33.3017, 31.1448, 26.9072, 22.6716, 16.9706, 11.3137, 5.0, 2.2361, 7.8102, 13.6015, 17.2047, 4.4721, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.03444, -2.1588, 2.35619, 1.81577, 1.72345, 1.73595, 1.79427, 1.7976, 1.80765, 1.8314, 1.85335, 1.8314, 1.88179, 1.89255, 1.90747, 1.89255, 1.86225, 1.76819, -0.7854, -0.98279, -0.942, -0.96851, -0.98279, -1.0122, -0.99172, -0.98279, -0.95759, -0.96525, -0.9545, -0.91972, -0.94531, -0.95055, -1.03038, -1.3734, 3.14159, 2.52134, 2.49809, 2.45928, 2.4417, 2.42924, 2.44685, 2.41994, 2.43934, 2.41994, 2.40162, 2.40878, 2.41861, 2.35619, 2.35619, 2.49809, -1.10715, -0.87606, -0.942, -0.95055, -1.10715, 0.0, 0.0, 0.0, 0.0]"
1786700256.177969,23.828057,22142745,159,0c:f0:b4:a0:6a:a0,-40,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.4142, 2.2361, 2.2361, 5.831, 9.8489, 13.9284, 17.088, 20.6155, 21.9317, 23.2594, 24.1661, 23.7065, 21.4709, 19.7231, 16.1245, 12.53, 8.0623, 3.6056, 1.0, 6.4031, 10.6301, 14.8661, 17.6918, 20.5183, 23.3452, 24.0416, 24.0416, 11.3137, 21.9317, 19.8494, 16.2788, 12.7279, 8.4853, 3.6056, 2.0, 6.3246, 11.1803, 15.6525, 19.2354, 21.4709, 23.7065, 24.5967, 25.0599, 24.1868, 22.8254, 19.7231, 16.6433, 13.0384, 8.0623, 4.1231, 1.0, 5.6569, 9.2195, 12.0416, 3.6056, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.35619, -2.03444, 2.67795, 2.11122, 1.98902, 1.93797, 1.92957, 1.96932, 1.99365, 2.01522, 1.99742, 2.05331, 2.05527, 2.10252, 2.08994, 2.07014, 2.08994, 2.1588, 0.0, -0.89606, -0.85197, -0.83298, -0.82538, -0.81987, -0.81569, -0.7854, -0.7854, -0.7854, -0.75315, -0.71409, -0.74195, -0.7854, -0.7854, -0.98279, 3.14159, 2.81984, 2.67795, 2.67795, 2.65469, 2.65711, 2.65908, 2.67795, 2.64225, 2.62245, 2.63875, 2.60987, 2.57026, 2.57486, 2.62245, 2.89661, -1.5708, -0.7854, -0.70863, -0.72664, -0.98279, 0.0, 0.0, 0.0, 0.0]"
1786700256.216825,23.866913,22175213,160,0c:f0:b4:a0:6a:a0,-39,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 1.4142, 1.4142, 4.1231, 6.0828, 8.0623, 10.198, 12.1655, 13.1529, 14.3178, 14.1421, 14.1421, 13.3417, 12.1655, 10.198, 8.2462, 5.099, 3.1623, 0.0, 2.2361, 5.3852, 7.6158, 9.8489, 10.7703, 12.083, 13.0, 13.4164, 5.3852, 11.1803, 9.8489, 7.6158, 6.3246, 4.1231, 1.0, 2.2361, 4.2426, 7.2111, 10.0, 11.4018, 13.6015, 14.4222, 14.4222, 14.4222, 14.4222, 13.0384, 12.2066, 9.434, 8.0623, 5.0, 2.8284, 0.0, 2.2361, 5.3852, 6.3246, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -1.5708, -0.7854, -2.35619, -2.89661, -2.97644, -3.01724, -2.9442, -2.97644, -2.98894, -2.9305, -2.9997, -2.9997, -2.91479, -2.97644, -2.9442, -2.89661, -2.9442, -2.81984, 0.0, 0.46365, 0.38051, 0.40489, 0.41822, 0.38051, 0.42663, 0.39479, 0.46365, 0.38051, 0.46365, 0.41822, 0.40489, 0.32175, 0.24498, 0.0, -2.03444, -2.35619, -2.55359, -2.49809, -2.48055, -2.5128, -2.55359, -2.55359, -2.55359, -2.55359, -2.57486, -2.53087, -2.58299, -2.62245, -2.49809, -2.35619, 0.0, 0.46365, 0.38051, 0.32175, 0.0, 0.0, 0.0, 0.0, 0.0]"
1786700256.254177,23.904265,22212505,161,0c:f0:b4:a0:6a:a0,-38,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 3.6056, 13.6015, 13.0384, 13.0384, 12.2066, 11.6619, 9.434, 8.0623, 5.831, 2.8284, 1.0, 3.0, 5.099, 7.0711, 9.0554, 11.1803, 12.1655, 13.1529, 13.0384, 12.0416, 11.0454, 10.0499, 8.0623, 6.0828, 4.0, 1.0, 1.0, 2.0, 7.0711, 9.0554, 11.0454, 12.1655, 13.1529, 13.1529, 14.1421, 13.1529, 12.1655, 11.1803, 9.0554, 7.0711, 5.0, 2.0, 1.0, 3.6056, 5.3852, 7.6158, 9.4868, 10.7703, 12.6491, 12.3693, 12.3693, 11.1803, 10.198, 9.2195, 2.2361, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.1588, -2.19959, -2.13753, -2.13753, -2.18152, -2.11122, -2.1294, -2.08994, -2.11122, -2.35619, 3.14159, 1.5708, 1.3734, 1.4289, 1.46014, 1.39094, 1.40565, 1.41815, 1.49402, 1.48766, 1.48014, 1.47113, 1.44644, 1.40565, 1.5708, 1.5708, -1.5708, -1.5708, -1.4289, -1.46014, -1.48014, -1.40565, -1.41815, -1.41815, -1.4289, -1.41815, -1.40565, -1.39094, -1.46014, -1.4289, -1.5708, -1.5708, 3.14159, 2.1588, 1.9513, 1.97569, 1.89255, 1.9513, 1.89255, 1.81577, 1.81577, 1.75065, 1.76819, 1.78947, 2.03444, 0.0, 0.0, 0.0, 0.0]"
1786700256.293559,23.943647,22248825,162,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 3.6056, 2.2361, 8.0623, 14.3178, 19.4165, 24.3311, 28.2843, 30.2655, 32.249, 32.1403, 32.0624, 30.0666, 27.074, 23.0217, 18.0278, 12.0416, 6.0828, 1.0, 7.2801, 13.3417, 19.4165, 24.5153, 27.6586, 30.8058, 32.9848, 33.2415, 15.5242, 29.1204, 26.2488, 21.8403, 16.4924, 10.198, 4.1231, 3.6056, 10.0, 15.8114, 21.095, 26.0768, 30.5287, 33.6155, 34.9857, 34.9857, 33.6155, 31.7648, 28.6531, 23.7065, 17.8885, 12.083, 5.3852, 1.4142, 6.7082, 13.0, 17.088, 4.1231, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -1.5708, -0.98279, -2.67795, 3.01724, 2.9305, 2.9341, 2.97644, 2.9997, 3.00904, 3.01724, 3.04812, 3.07917, 3.07502, 3.06765, 3.09814, 3.08609, 3.05845, 2.97644, 1.5708, 0.2783, 0.2268, 0.2075, 0.2054, 0.21867, 0.22923, 0.24498, 0.27417, 0.2606, 0.2783, 0.3097, 0.2783, 0.24498, 0.1974, -0.24498, -2.1588, -2.49809, -2.53605, -2.59304, -2.57486, -2.58994, -2.61138, -2.60117, -2.60117, -2.61138, -2.64978, -2.6311, -2.65908, -2.67795, -2.71497, -2.76109, 0.7854, 0.46365, 0.39479, 0.35877, 0.24498, 0.0, 0.0, 0.0, 0.0]"
1786700256.334522,23.984609,22289273,163,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.0, 2.8284, 2.0, 8.2462, 13.6015, 19.6469, 24.7386, 28.6356, 31.5753, 32.5576, 33.3766, 32.249, 30.2655, 27.1662, 23.0868, 17.1172, 12.1655, 6.3246, 2.0, 7.6158, 13.6015, 19.6469, 24.0416, 28.1603, 31.3209, 32.573, 33.5261, 15.8114, 28.7924, 25.632, 21.5407, 17.088, 10.4403, 4.1231, 2.8284, 9.434, 15.2643, 21.095, 25.5539, 30.0167, 32.7567, 34.1321, 34.1321, 32.7567, 31.3847, 27.7849, 23.7065, 17.8885, 10.7703, 5.099, 2.2361, 7.8102, 13.8924, 17.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 1.5708, 0.7854, -1.5708, -1.81577, -1.8693, -1.82812, -1.81577, -1.78189, -1.76198, -1.75614, -1.72117, -1.69515, -1.70335, -1.68145, -1.65753, -1.68791, -1.73595, -1.89255, 3.14159, 1.97569, 1.8693, 1.82812, 1.86624, 1.85885, 1.86225, 1.88284, 1.87368, 1.89255, 1.9255, 1.92957, 1.9513, 1.92957, 1.86225, 1.81577, -0.7854, -1.0122, -1.01914, -1.02225, -1.03709, -1.04752, -1.02514, -1.0153, -1.0153, -1.02514, -1.03584, -1.04272, -1.08828, -1.10715, -1.19029, -1.3734, 2.67795, 2.26553, 2.09887, 2.06075, 2.2143, 0.0, 0.0, 0.0, 0.0]"
1786700256.373153,24.023240,22334501,164,0c:f0:b4:a0:6a:a0,-43,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 1.4142, 3.6056, 1.4142, 6.3246, 10.7703, 15.2315, 18.3848, 21.5407, 24.3516, 25.2982, 25.2982, 25.0, 24.0416, 20.6155, 17.4642, 13.3417, 8.2462, 3.6056, 2.2361, 7.0, 12.0, 17.0294, 21.0238, 24.0208, 26.0768, 27.074, 28.1603, 14.0357, 25.1794, 22.2036, 18.1108, 14.1421, 9.0, 4.1231, 2.2361, 7.2111, 12.53, 16.5529, 21.0238, 23.7697, 25.4951, 27.313, 27.313, 26.4008, 25.0799, 21.9317, 18.3848, 13.9284, 8.544, 3.1623, 2.0, 7.2801, 11.4018, 14.5602, 4.1231, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, -2.35619, -2.55359, 2.35619, 1.24905, 1.19029, 1.1659, 1.18019, 1.19029, 1.23606, 1.24905, 1.24905, 1.287, 1.27536, 1.32582, 1.33971, 1.344, 1.32582, 0.98279, -1.10715, -1.5708, -1.5708, -1.51204, -1.52321, -1.52915, -1.49402, -1.49686, -1.46406, -1.49949, -1.45137, -1.43527, -1.46014, -1.4289, -1.5708, -1.81577, 2.67795, 2.1588, 2.07014, 2.00742, 2.01317, 1.95912, 2.0169, 1.9853, 1.9853, 2.00056, 1.98092, 1.99365, 1.9614, 1.93797, 1.92957, 1.89255, -1.5708, -1.2925, -1.30454, -1.2925, -1.32582, 0.0, 0.0, 0.0, 0.0]"
1786700256.412967,24.063055,22368505,165,0c:f0:b4:a0:6a:a0,-42,-97,11,7,1,11,2,67,64,"[82.4197, 4.0, 0.0, 0.0, 0.0, 5.6569, 25.4558, 24.7588, 24.7588, 22.6716, 20.6155, 17.0294, 12.8062, 8.4853, 3.6056, 2.0, 6.3246, 11.7047, 16.7631, 20.2485, 23.0868, 25.0, 26.9258, 26.9258, 26.6833, 25.7099, 22.561, 19.4165, 14.3178, 9.4868, 4.4721, 2.0, 3.1623, 13.3417, 16.2788, 20.2237, 23.3452, 25.4951, 26.4764, 27.6586, 26.6833, 24.7386, 21.587, 17.4642, 13.3417, 8.2462, 3.0, 2.2361, 7.2801, 12.6491, 18.0278, 21.1896, 24.3516, 26.2488, 27.2029, 26.9258, 25.4951, 23.3452, 21.2132, 6.0, 0.0, 0.0, 0.0, 0.0]","[0.94914, 1.5708, 0.0, 0.0, 0.0, 0.7854, 0.7854, 0.81396, 0.81396, 0.84782, 0.88848, 0.86854, 0.89606, 0.7854, 0.588, -1.5708, -1.89255, -1.91957, -1.87368, -1.92379, -1.87885, -1.85459, -1.83379, -1.83379, -1.7976, -1.80634, -1.79427, -1.77829, -1.78189, -1.89255, -2.03444, 3.14159, 1.89255, 1.7976, 1.75614, 1.71969, 1.74299, 1.76819, 1.76078, 1.78947, 1.7976, 1.81577, 1.80454, 1.80189, 1.7976, 1.81577, 1.5708, -1.10715, -1.2925, -1.24905, -1.2315, -1.23412, -1.23606, -1.26109, -1.2723, -1.3078, -1.3734, -1.39861, -1.4289, -1.5708, 0.0, 0.0, 0.0, 0.0]"
